id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
reedr002,0,15,5,5,5,4,107,3,2,2,1,0,0,0,25,20,0,0,0,1
mahop001,0,4,0,2,0,0,21,1,0,0,0,0,0,0,6,4,0,0,0,0
cookd001,0,5,0,0,0,0,18,0,0,0,0,0,0,0,5,5,0,0,0,0
wendt001,0,2,0,1,0,0,13,0,0,0,0,0,0,0,3,2,0,0,0,0
franj001,0,4,0,1,0,0,22,2,0,0,0,0,0,0,5,4,0,0,0,1
benia001,0,3,0,1,0,0,18,2,0,0,0,0,0,0,4,3,0,0,0,0
cocop001,1,12,5,5,4,4,102,2,1,2,1,1,1,1,23,17,0,0,0,0
quanp001,1,6,1,1,0,0,25,1,0,1,0,0,0,0,8,7,0,0,0,0
frasj001,1,6,3,0,1,1,28,0,0,3,0,0,0,0,8,8,0,0,0,0
kochb001,1,3,0,0,0,0,17,1,0,0,0,0,0,0,3,3,0,0,0,0
borbp001,1,4,2,2,2,2,29,1,0,2,0,0,0,0,8,6,0,0,0,0
painl001,1,2,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0
