id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
arror001,0,21,8,3,4,4,122,5,1,3,3,1,0,1,30,26,0,0,0,0
tavaj001,0,1,1,0,1,1,10,1,0,1,0,0,0,0,2,2,0,0,0,0
whitg001,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0
jimej001,0,0,2,1,0,0,17,0,0,2,0,0,0,0,3,2,0,0,0,0
myerm001,0,2,0,1,1,1,11,0,0,0,0,0,0,0,3,2,0,0,0,0
belis001,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
ortir001,1,16,5,6,4,4,109,4,0,4,1,0,0,0,27,21,0,0,0,0
fulta001,1,6,1,2,1,1,30,0,0,1,0,0,0,0,8,5,0,1,0,0
rodrf002,1,2,1,0,0,0,9,1,0,1,0,0,0,0,2,2,0,0,0,0
nen-r001,1,3,0,0,0,0,16,0,0,0,0,0,0,0,3,3,0,0,0,0
