id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
hampm001,0,16,6,6,5,4,120,2,0,6,0,0,0,0,27,21,0,0,0,0
cookd001,0,2,1,0,0,0,9,1,0,1,0,0,0,0,3,3,0,0,0,0
mahop001,0,3,1,0,0,0,15,0,0,1,0,0,0,0,3,3,0,0,0,0
franj001,0,6,1,1,0,0,33,2,0,1,0,0,0,0,8,6,0,1,0,0
wendt001,0,3,3,2,3,3,29,0,1,2,0,0,0,0,8,5,0,1,0,1
ortir001,1,18,6,2,3,3,99,4,1,4,1,0,1,0,23,21,0,0,0,0
johnj006,1,1,3,0,2,2,9,0,0,2,0,1,0,0,4,3,0,1,0,0
fulta001,1,8,2,0,0,0,49,4,0,1,1,0,0,0,9,9,0,0,0,0
nen-r001,1,3,2,0,0,0,16,1,0,2,0,0,0,0,5,5,0,0,0,0
rodrf002,1,3,1,0,0,0,11,0,0,1,0,0,0,0,3,3,0,0,0,0
