id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
bottk001,0,18,7,2,5,4,107,4,3,3,1,0,0,0,27,24,0,0,1,0
vosbe001,0,1,2,0,2,2,11,0,2,0,0,0,0,0,3,3,0,0,0,0
padiv001,0,2,2,0,1,1,12,0,1,1,0,0,0,0,4,4,0,0,0,0
brocc001,0,3,0,1,0,0,11,0,0,0,0,0,0,0,4,3,0,0,0,0
ruetk001,1,15,6,3,3,3,89,0,1,4,1,0,0,0,24,19,0,2,0,0
nathj001,1,2,2,3,2,2,33,0,0,1,1,0,0,0,7,4,0,0,0,0
henrd002,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0
johnj006,1,3,0,1,0,0,14,1,0,0,0,0,0,0,4,3,0,0,0,0
rodrf002,1,3,0,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0
nen-r001,1,3,0,1,0,0,18,2,0,0,0,0,0,1,5,3,0,0,0,0
