id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
astap001,0,16,9,0,4,4,77,1,1,5,3,0,0,0,25,25,0,0,0,0
jimej001,0,2,2,0,2,2,14,1,0,2,0,0,0,0,4,4,0,0,0,0
whitg001,0,4,1,0,1,1,23,2,1,0,0,0,0,0,5,5,0,0,0,0
tavaj001,0,2,1,1,1,0,11,0,0,1,0,0,0,0,4,3,0,0,0,0
andeb002,1,16,8,1,6,5,76,2,0,4,2,2,0,0,24,22,0,1,0,0
sprir001,1,2,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0
plesd001,1,3,3,0,1,1,26,1,0,3,0,0,0,0,6,6,0,0,0,0
morgm001,1,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0
swing001,1,1,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,1,0,0
kim-b001,1,2,1,1,0,0,20,0,0,1,0,0,0,0,3,2,0,0,0,0
