id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
burna001,0,19,12,4,6,6,120,2,0,8,3,1,0,0,31,26,0,0,1,0
almaa001,0,0,2,0,2,2,8,0,1,1,0,0,0,0,2,2,0,0,0,0
loopb001,0,2,3,0,2,2,16,1,0,3,0,0,0,1,6,5,0,0,0,0
aybam001,0,3,1,0,0,0,7,0,0,0,1,0,0,0,4,4,0,0,0,0
stott001,1,14,8,2,5,4,103,5,0,8,0,0,0,0,24,22,0,0,0,0
morgm001,1,3,1,0,0,0,16,2,0,1,0,0,0,0,4,4,0,0,0,0
plesd001,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0
kim-b001,1,3,1,0,0,0,21,2,0,1,0,0,0,2,6,4,0,0,0,0
swing001,1,3,1,0,0,0,11,0,0,1,0,0,0,0,4,4,0,0,0,0
mantm001,1,3,0,1,0,0,17,1,0,0,0,0,0,0,4,3,0,0,0,0
