id,game,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB,opp,loc,regpost,gs
reyna001,PIT200008110,21,4,3,1,1,102,3,0,4,0,0,0,0,27,23,0,1,0,0,PIT,0,1,1
swing001,PIT200008110,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0,PIT,0,1,0
kim-b001,PIT200008110,3,0,0,0,0,13,2,0,0,0,0,0,0,3,3,0,0,0,0,PIT,0,1,0
schic002,PIT200008120,21,8,0,5,4,102,4,1,5,1,1,0,0,28,28,0,0,0,0,PIT,0,1,1
ruffj001,PIT200008120,0,3,1,4,4,11,0,1,1,0,1,0,0,4,3,0,0,0,1,PIT,0,1,0
plesd001,PIT200008120,3,0,0,0,0,14,2,0,0,0,0,0,0,3,3,0,0,0,0,PIT,0,1,0
andeb002,PIT200008130,10,9,2,6,6,78,3,2,5,1,1,0,0,21,19,0,0,0,1,PIT,0,1,1
morgm001,PIT200008130,8,2,0,0,0,38,3,0,2,0,0,0,0,10,9,0,0,1,0,PIT,0,1,0
kim-b001,PIT200008130,6,0,1,0,0,33,2,0,0,0,0,0,0,7,6,0,0,0,0,PIT,0,1,0
mantm001,PIT200008130,3,1,1,0,0,18,1,0,0,1,0,0,0,5,4,0,0,0,0,PIT,0,1,0
andeb002,LAN200006120,18,8,2,2,2,103,4,1,7,0,0,0,0,26,24,0,0,0,0,LAN,0,1,1
padiv001,LAN200006120,6,0,0,0,0,17,1,0,0,0,0,0,0,6,6,0,0,0,0,LAN,0,1,0
kim-b001,LAN200006120,3,0,0,0,0,14,2,0,0,0,0,0,0,3,3,0,0,0,0,LAN,0,1,0
morgm001,LAN200006130,14,8,2,4,4,83,2,1,6,1,0,0,0,23,20,0,1,0,0,LAN,0,1,1
swing001,LAN200006130,5,0,0,0,0,18,2,0,0,0,0,0,0,5,5,0,0,0,0,LAN,0,1,0
sprir001,LAN200006130,2,1,0,1,1,20,1,0,1,0,0,0,0,3,2,0,0,1,0,LAN,0,1,0
mantm001,LAN200006130,3,1,1,1,1,19,2,1,0,0,0,0,0,5,4,0,0,0,0,LAN,0,1,0
johnr005,LAN200006140,24,5,2,1,1,120,11,0,4,1,0,0,1,30,27,0,0,0,0,LAN,0,1,1
kim-b001,LAN200006140,3,1,1,0,0,19,1,0,1,0,0,0,0,5,4,0,0,0,0,LAN,0,1,0
stott001,LAN200006150,18,5,1,3,3,91,7,2,1,2,0,0,0,24,23,0,0,0,0,LAN,0,1,1
plesd001,LAN200006150,3,0,1,0,0,16,1,0,0,0,0,0,0,4,2,0,1,0,0,LAN,0,1,0
padiv001,LAN200006150,3,3,0,1,1,17,0,0,3,0,0,0,0,5,5,0,0,0,0,LAN,0,1,0
reyna001,LAN200009180,18,4,2,1,1,88,3,0,4,0,0,0,0,24,22,0,0,0,0,LAN,0,1,1
morgm001,LAN200009180,4,1,1,0,0,23,0,0,1,0,0,0,0,6,4,0,1,0,0,LAN,0,1,0
plesd001,LAN200009180,2,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,0,LAN,0,1,0
swing001,LAN200009180,2,1,0,1,1,19,1,1,0,0,0,0,0,3,3,0,0,0,0,LAN,0,1,0
andeb002,LAN200009190,24,7,0,1,1,120,3,0,7,0,0,0,0,30,30,0,0,0,0,LAN,0,1,1
