id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
ortir001,0,18,5,2,4,4,97,2,1,3,1,0,0,2,27,23,0,0,0,0
fulta001,0,3,2,0,0,0,11,0,0,1,1,0,0,0,4,4,0,0,0,0
henrd002,0,3,0,1,0,0,14,1,0,0,0,0,0,0,4,3,0,0,0,0
rodrf002,0,1,1,1,0,0,19,1,0,1,0,0,0,0,3,2,0,0,0,0
deltm001,0,2,0,0,0,0,12,1,0,0,0,0,0,0,2,2,0,0,0,0
johnr005,1,10,7,5,9,8,106,5,1,5,0,1,1,1,24,17,0,0,1,0
holmd001,1,2,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,0,0,0
morgm001,1,6,3,0,0,0,42,3,0,3,0,0,0,1,10,9,0,0,0,0
kim-b001,1,6,1,3,1,1,39,1,0,1,0,0,0,0,10,7,0,0,0,0
sprir001,1,3,1,0,1,1,16,2,1,0,0,0,0,0,4,4,0,0,0,0
