date,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF,team,opp,loc,age,rookie,regpost
195806190,4,9,5,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,MLN,CHN,1,30,0,1,0
195806200,5,9,4,3,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195806210,4,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195806220,2,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195806230,2,9,5,5,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195806240,2,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195806250,2,9,5,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195806270,3,9,4,4,3,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195806280,3,9,5,2,2,3,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195806290,3,9,5,5,4,0,2,5,0,3,0,0,1,0,1,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195806300,3,9,4,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195807010,3,9,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195807020,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195807030,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195807041,3,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195807042,4,9,4,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195807050,4,9,4,4,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195807060,4,9,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195807090,4,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,LAN,0,30,0,1,0
195807100,4,9,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,MLN,LAN,0,30,0,1,0
195807110,4,9,5,5,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195807120,4,9,4,4,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195807130,4,9,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195807140,4,9,6,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195807150,4,9,4,3,2,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,1,MLN,SLN,0,30,0,1,0
195807160,4,9,4,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195807170,4,9,5,5,3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195807180,4,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195807190,4,9,4,4,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195807200,4,9,4,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195807210,4,9,7,6,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195807220,5,9,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195807230,5,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195807240,5,9,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195807251,4,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,MLN,CHN,1,30,0,1,0
195807252,4,9,4,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195807260,4,9,4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195807270,4,9,4,3,2,1,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,MLN,CHN,1,30,0,1,0
195807290,4,9,4,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195807300,4,9,4,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195807310,4,9,4,3,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195808010,4,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195808020,4,9,4,4,4,0,2,3,0,1,2,0,1,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195808031,4,9,4,3,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,MLN,SFN,1,30,0,1,0
195808032,4,9,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195808040,4,9,4,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,MLN,PIT,1,30,0,1,0
195808050,4,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195808060,4,9,4,4,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195808070,4,9,3,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195808080,4,9,5,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195808090,4,9,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195808101,4,9,5,5,3,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195808102,4,9,5,4,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195808110,4,9,5,5,3,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195808120,4,9,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195808131,4,9,5,5,3,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195808132,4,9,4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,0,30,0,1,0
195808140,4,9,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195808150,4,9,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195808160,4,9,4,3,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195808171,4,9,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195808172,4,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195808191,4,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195808192,4,9,4,2,1,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,MLN,LAN,0,30,0,1,0
195808200,4,9,4,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195808210,4,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195808230,4,9,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195808240,4,9,5,5,2,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195808250,4,9,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,SFN,0,30,0,1,0
195808260,4,9,5,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195808270,4,9,6,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195808280,4,9,4,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MLN,SFN,0,30,0,1,0
195808290,4,9,4,4,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195808300,4,9,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195808310,4,9,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195809011,4,9,4,4,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195809012,4,9,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,MLN,CHN,1,30,0,1,0
195809030,4,9,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195809040,4,9,5,5,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195809050,4,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195809060,4,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195809071,4,9,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,MLN,PIT,0,30,0,1,0
195809072,4,9,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195809090,4,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195809100,4,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195809120,4,9,4,4,3,0,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195809130,4,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195809140,4,9,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195809150,4,9,5,3,2,2,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195809160,4,9,4,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195809170,4,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195809180,4,9,5,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195809190,4,9,4,4,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195809200,4,9,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,0,30,0,1,0
195809210,4,9,4,3,2,1,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195809230,4,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195809260,4,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195809270,4,9,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195809280,4,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195904100,3,9,5,5,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195904110,3,9,4,4,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195904140,3,9,5,5,3,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,MLN,PHI,1,30,0,1,0
195904160,3,9,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195904170,3,9,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195904180,3,9,5,5,2,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195904210,3,9,4,4,3,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195904220,3,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195904230,3,9,5,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195904240,3,9,5,5,3,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195904250,3,9,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,0,30,0,1,0
195904260,3,9,5,4,3,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,MLN,CIN,0,30,0,1,0
195904290,3,9,5,5,4,0,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195904300,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195905010,3,9,4,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,MLN,SFN,1,30,0,1,0
195905020,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195905030,3,9,5,4,3,0,2,3,0,1,0,0,2,0,0,0,0,0,0,0,1,MLN,SFN,1,30,0,1,0
195905040,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,MLN,LAN,1,30,0,1,0
195905050,3,9,8,4,2,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195905060,3,9,5,3,2,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,MLN,LAN,1,30,0,1,0
195905080,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195905090,3,9,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195905101,3,9,5,5,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195905102,3,9,5,5,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195905110,3,9,5,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195905120,3,9,5,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195905140,3,9,5,5,3,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195905160,3,9,5,5,2,0,2,4,0,0,0,0,2,0,0,0,0,1,0,0,0,MLN,LAN,0,30,0,1,0
195905170,3,9,5,4,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195905180,3,9,5,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195905190,3,9,5,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195905200,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195905220,3,9,5,5,4,0,4,3,0,2,1,0,1,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195905230,3,9,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195905241,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195905242,3,9,5,5,4,0,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195905250,3,9,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195905260,3,9,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MLN,PIT,1,30,0,1,0
195905270,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195905280,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195905290,3,9,5,5,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195905300,3,9,4,3,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,MLN,PHI,1,30,0,1,0
195905311,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195905312,3,9,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
195906010,3,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MLN,SFN,1,30,0,1,0
195906020,3,9,4,3,3,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,MLN,SFN,1,30,0,1,0
195906030,3,9,4,4,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195906040,3,9,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195906050,3,9,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,MLN,LAN,1,30,0,1,0
195906060,3,9,4,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195906070,3,9,5,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195906080,3,9,5,5,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195906090,3,9,4,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195906100,3,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195906110,3,9,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195906120,3,9,5,5,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195906130,3,9,5,5,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,MLN,CHN,0,30,0,1,0
195906140,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195906150,3,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195906160,3,9,5,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195906171,3,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195906172,3,9,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195906180,3,9,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,LAN,0,30,0,1,0
195906190,3,9,5,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195906200,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195906210,3,9,6,6,3,0,3,6,1,0,0,0,3,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195906230,3,9,5,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,MLN,SLN,1,30,0,1,0
195906240,3,9,3,3,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195906250,3,9,4,3,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,MLN,SLN,1,30,0,1,0
195906260,3,9,5,4,2,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,MLN,CHN,1,30,0,1,0
195906270,3,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195906280,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MLN,CHN,1,30,0,1,0
195906300,3,9,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195907020,3,9,4,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195907030,3,9,5,5,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195907040,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,PHI,0,30,0,1,0
195907050,3,9,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
195907090,3,9,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195907110,3,9,5,5,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195907120,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195907130,3,9,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
195907140,3,9,5,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195907150,3,9,4,4,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195907160,3,9,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
195907170,4,9,5,5,2,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,MLN,SLN,0,30,0,1,0
195907180,3,9,4,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,MLN,SLN,0,30,0,1,0
195907190,3,9,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
195907210,3,9,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195907220,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
195907230,3,9,4,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MLN,CIN,1,30,0,1,0
195907240,3,9,5,4,2,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,MLN,PIT,1,30,0,1,0
195907250,3,5,4,3,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195907261,3,5,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195907262,3,5,4,3,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,MLN,PIT,1,30,0,1,0
195907270,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
195907280,3,5,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195907290,3,9,4,4,3,0,3,3,0,1,0,0,2,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195907300,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
195907310,3,9,4,4,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195908010,3,9,4,4,2,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195908021,3,9,4,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
195908022,3,9,5,4,2,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,MLN,SLN,1,30,0,1,0
195908040,3,9,5,5,3,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195908050,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195908060,3,9,4,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
195908080,3,9,4,4,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195908090,3,9,5,4,2,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
195908111,3,9,4,4,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195908112,4,9,5,4,2,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195908120,3,9,4,4,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
195908130,3,9,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,0,30,0,1,0
195908140,3,9,4,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195908150,3,9,5,5,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
195908171,3,9,5,5,4,0,3,3,0,3,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
195908172,3,9,5,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195908180,3,9,7,6,3,1,3,2,0,1,0,0,2,0,0,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
195908190,3,8,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,MLN,SFN,1,30,0,1,0
195908200,3,8,5,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
