date,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF,team,opp,loc,age,rookie,regpost
196406092,3,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196406110,3,9,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196406120,3,9,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196406130,3,9,5,5,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196406141,3,9,5,4,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196406142,3,9,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196406160,3,9,4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196406170,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196406190,3,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196406200,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196406211,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196406212,3,9,5,5,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196406220,3,9,5,4,3,1,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196406230,3,9,5,4,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196406240,3,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196406260,3,9,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196406270,3,9,5,5,2,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196406281,3,9,5,5,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196406282,3,9,4,4,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196406290,3,9,5,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196406300,3,9,5,5,4,0,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196407010,3,9,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,MLN,SLN,1,30,0,1,0
196407020,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196407030,3,9,4,4,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,MLN,CHN,1,30,0,1,0
196407040,3,9,5,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196407050,3,9,5,5,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196407090,3,9,5,5,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196407100,3,9,4,4,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196407110,3,9,6,4,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,MLN,PIT,0,30,0,1,0
196407121,3,9,5,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196407122,3,9,5,5,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196407130,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196407140,3,9,5,4,2,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,MLN,SFN,1,30,0,1,0
196407150,3,9,5,4,3,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196407160,3,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196407180,3,9,4,4,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196407191,3,9,5,5,3,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196407192,3,9,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,PIT,1,30,0,1,0
196407210,3,9,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,PHI,1,30,0,1,0
196407220,3,9,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196407230,3,9,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196407240,3,9,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196407250,3,9,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196407261,3,9,5,4,3,1,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196407262,3,9,6,6,3,0,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196407270,3,9,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196407280,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196407290,3,9,4,3,2,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196407310,3,9,6,4,1,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,MLN,CHN,0,30,0,1,0
196408010,3,9,5,5,3,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196408020,3,9,4,4,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,MLN,CHN,0,30,0,1,0
196408041,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,0,30,0,1,0
196408042,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MLN,CIN,0,30,0,1,0
196408050,3,9,5,5,3,0,2,0,0,3,0,0,0,0,1,0,0,1,0,0,0,MLN,CIN,0,30,0,1,0
196408060,3,9,4,4,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
196408070,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196408080,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196408090,3,9,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196408110,3,9,5,5,2,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196408120,3,9,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196408140,3,9,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196408150,3,9,5,5,3,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196408161,3,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196408162,3,4,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196408180,3,4,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196408190,3,4,5,4,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,MLN,LAN,0,30,0,1,0
196408200,3,4,5,5,4,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196408210,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196408220,3,4,5,5,3,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196408230,3,4,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196408240,3,9,5,3,2,1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,MLN,PHI,1,30,0,1,0
196408250,3,9,5,4,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196408260,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196408270,3,9,4,4,3,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196408280,3,9,4,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,MLN,SFN,1,30,0,1,0
196408290,3,9,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196408301,3,9,5,4,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,MLN,SFN,1,30,0,1,0
196408302,3,9,5,4,2,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196409010,3,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,MLN,SLN,0,30,0,1,0
196409020,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196409030,3,9,4,4,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196409040,3,9,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
196409220,3,9,4,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196409230,3,9,4,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196409240,3,9,4,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196409250,3,9,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196409260,3,9,5,5,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196409270,3,9,4,4,2,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,MLN,PHI,0,30,0,1,0
196409290,3,9,5,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196409300,3,9,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196410021,5,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196410022,9,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196410030,2,9,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196410040,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196504190,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,1,30,0,1,0
196504240,9,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196504270,3,9,5,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,MLN,SLN,1,30,0,1,0
196504280,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196504290,3,9,4,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196504300,3,9,4,4,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196505010,3,9,4,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,MLN,PHI,1,30,0,1,0
196505021,3,9,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196505022,3,9,4,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196505040,3,9,5,5,3,0,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196505050,3,9,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196505080,3,9,5,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196505091,3,9,5,5,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196505092,3,9,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196505110,3,9,5,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196505120,3,9,5,5,3,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196505130,3,9,5,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196505140,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196505150,3,9,5,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196505160,3,9,5,4,2,1,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196505180,3,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MLN,NYN,1,30,0,1,0
196505190,3,9,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196505200,3,9,4,4,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196505210,3,9,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196505220,3,9,5,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196505230,3,9,4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196505240,3,9,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,MLN,SFN,0,30,0,1,0
196505250,3,9,5,3,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196505260,3,9,5,4,2,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196505270,3,9,4,4,3,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,MLN,LAN,0,30,0,1,0
196505280,3,9,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196505290,3,9,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196505300,3,9,4,4,3,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196505310,3,9,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196506010,3,9,4,4,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196506030,3,9,4,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196506040,3,9,4,2,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,MLN,LAN,1,30,0,1,0
196506050,3,9,4,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,MLN,LAN,1,30,0,1,0
196506061,3,9,4,4,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196506062,3,9,5,4,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,MLN,LAN,1,30,0,1,0
196506080,3,9,5,4,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196506090,3,9,4,4,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196506100,3,9,5,5,2,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196506110,3,9,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196506120,3,9,4,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,MLN,SLN,0,30,0,1,0
196506131,3,9,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196506132,3,9,5,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196506150,3,9,5,5,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196506160,3,9,4,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,1,30,0,1,0
196506170,3,9,4,3,2,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,MLN,PHI,1,30,0,1,0
196506180,3,9,5,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,MLN,SLN,1,30,0,1,0
196506190,3,9,4,3,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196506200,3,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196506220,3,9,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196506230,3,9,4,4,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196506240,3,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196506250,3,9,5,5,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196506260,3,9,4,4,3,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196506271,3,9,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196506272,3,9,4,3,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,1,30,0,1,0
196506281,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196506282,3,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MLN,NYN,0,30,0,1,0
196506290,3,9,5,4,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,MLN,NYN,0,30,0,1,0
196506300,3,9,4,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196507010,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,PHI,0,30,0,1,0
196507020,3,9,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196507030,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MLN,PIT,0,30,0,1,0
196507040,5,9,4,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196507050,5,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196507070,3,9,4,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196507080,3,9,5,5,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196507090,3,9,4,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
196507100,3,9,4,4,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
196507110,3,9,4,4,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
196507141,3,9,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,MLN,CHN,0,30,0,1,0
196507142,3,9,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196507150,3,9,3,2,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196507160,3,9,5,4,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,1,30,0,1,0
196507170,3,9,5,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,MLN,PIT,1,30,0,1,0
196507181,3,9,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196507182,3,9,4,4,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196507190,3,9,4,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196507200,3,9,5,4,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,MLN,NYN,1,30,0,1,0
196507210,3,9,5,4,3,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,0,30,0,1,0
196507220,3,9,3,3,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,MLN,LAN,0,30,0,1,0
196507230,3,9,4,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,0,30,0,1,0
196507240,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MLN,SFN,0,30,0,1,0
196507250,3,9,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MLN,SFN,0,30,0,1,0
196507260,3,9,4,3,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196507270,3,9,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,HOU,0,30,0,1,0
196507280,3,9,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,MLN,HOU,0,30,0,1,0
196507300,3,9,5,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196507310,3,9,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196508011,3,9,4,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196508012,3,9,4,4,3,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196508020,3,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLN,SFN,1,30,0,1,0
196508041,3,9,3,3,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196508042,3,9,4,4,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,MLN,LAN,1,30,0,1,0
196508050,3,9,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MLN,LAN,1,30,0,1,0
196508060,3,9,5,4,3,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196508070,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196508081,3,9,4,4,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196508082,3,9,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,HOU,1,30,0,1,0
196508100,3,9,4,3,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196508110,3,9,4,4,2,0,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196508120,3,9,6,6,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,MLN,SLN,1,30,0,1,0
196508140,3,9,5,5,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196508150,3,9,6,5,2,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,MLN,CHN,0,30,0,1,0
196508160,3,9,5,4,2,1,3,1,0,2,0,0,0,0,1,0,1,0,0,0,0,MLN,SLN,0,30,0,1,0
196508170,3,9,5,3,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,MLN,SLN,0,30,0,1,0
196508180,3,9,4,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196508190,3,9,4,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,MLN,SLN,0,30,0,1,0
196508200,3,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196508210,3,9,4,4,3,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,MLN,PIT,0,30,0,1,0
196508220,3,9,6,5,1,1,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,MLN,PIT,0,30,0,1,0
196508230,3,9,5,3,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196508240,3,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MLN,CIN,1,30,0,1,0
196508250,3,9,4,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196508260,3,9,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CIN,1,30,0,1,0
196508270,3,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196508280,3,9,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196508290,3,9,4,4,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,MLN,CHN,1,30,0,1,0
196508310,3,9,4,4,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,MLN,CIN,0,30,0,1,0
