id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
liebj001,0,15,10,2,8,8,95,4,2,4,3,1,0,0,27,25,0,0,0,0
farnk001,0,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0
rains001,0,2,2,1,3,3,28,0,0,2,0,0,0,0,5,4,0,0,0,0
heref001,0,1,1,1,0,0,18,0,0,1,0,0,0,0,3,2,0,0,0,0
vanpt001,0,3,0,1,0,0,15,1,0,0,0,0,0,0,4,3,0,0,0,0
witaj001,1,15,9,1,7,7,93,2,1,8,0,0,0,0,25,23,0,1,0,0
erdot001,1,3,3,1,2,2,39,2,0,3,0,0,0,0,7,6,0,0,0,0
almac001,1,3,1,0,0,0,20,2,0,0,1,0,0,0,4,4,0,0,0,0
sloch001,1,3,0,1,0,0,12,0,0,0,0,0,0,0,3,2,0,0,0,0
hofft001,1,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
