id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
snydj001,0,13,4,7,5,4,96,2,0,2,1,1,0,0,24,16,0,0,1,1
woods001,0,4,1,2,0,0,26,1,0,1,0,0,0,0,7,4,0,0,1,0
delov001,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0
weatd001,0,2,4,1,4,4,36,0,0,0,3,1,0,0,7,6,0,0,0,1
leskc001,0,2,0,1,0,0,9,0,0,0,0,0,0,0,3,2,0,0,0,1
wickb001,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0
loper001,1,16,6,2,3,3,81,4,0,5,1,0,0,0,22,20,0,0,0,0
whitm002,1,2,1,1,1,1,16,0,0,0,1,0,0,0,4,3,0,0,0,0
boehb001,1,1,2,0,1,1,13,0,1,1,0,0,0,0,3,3,0,0,0,0
walkk001,1,1,1,1,0,0,17,1,0,1,0,0,0,0,3,2,0,0,0,1
almac001,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
walld002,1,6,0,0,0,0,18,1,0,0,0,0,0,0,6,6,0,0,0,0
