id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
persr001,0,17,8,3,8,8,101,4,2,3,3,0,0,0,28,25,0,0,0,0
holzm001,0,1,1,2,1,0,14,0,0,1,0,0,0,0,5,3,0,0,0,1
vosbe001,0,5,1,0,0,0,25,1,0,1,0,0,0,0,6,6,0,0,0,0
padiv001,0,4,1,2,0,0,38,1,0,1,0,0,0,0,7,4,0,1,0,1
branj001,0,2,2,0,1,1,11,1,0,2,0,0,0,0,4,4,0,0,0,0
eatoa001,1,20,7,2,5,4,112,7,0,4,3,0,0,0,30,27,0,0,1,0
sloch001,1,1,0,1,1,0,16,1,0,0,0,0,0,0,3,2,0,0,0,0
walld002,1,3,1,0,1,1,19,0,1,0,0,0,0,0,4,4,0,0,0,0
hofft001,1,3,3,0,2,2,20,0,2,0,1,0,0,0,6,6,0,0,0,0
almac001,1,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0
