id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
bellr003,0,2,1,5,3,3,40,1,0,1,0,0,0,0,8,3,0,0,0,1
aybam001,0,7,3,2,1,1,43,3,0,1,2,0,0,0,12,10,0,0,0,0
reyed001,0,6,2,1,3,2,31,1,1,1,0,0,0,0,10,9,0,0,0,0
desse001,0,6,2,0,1,1,27,1,0,2,0,0,0,0,7,6,0,0,1,0
gravd001,0,3,0,0,0,0,11,2,0,0,0,0,0,0,3,3,0,0,0,0
clemm001,1,15,6,3,3,3,96,4,3,3,0,0,0,0,24,21,0,0,0,0
almac001,1,6,2,0,2,2,27,0,2,0,0,0,0,0,8,8,0,0,0,0
walkk001,1,0,2,0,2,2,11,0,0,1,1,0,0,0,2,2,0,0,0,0
whitm002,1,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0
hofft001,1,3,1,0,0,0,17,2,0,1,0,0,1,0,4,4,0,0,0,0
