id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
tracs001,0,21,9,0,2,2,97,3,0,7,1,1,0,0,27,27,0,0,0,0
creed001,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0
yan-e001,0,1,2,0,3,3,23,1,0,1,1,0,0,1,4,3,0,0,0,0
guthm001,0,2,1,1,0,0,17,1,0,1,0,0,2,0,5,4,0,0,0,1
sturt001,0,3,0,1,0,0,14,0,0,0,0,0,0,0,4,2,0,1,0,1
hernr001,0,3,0,0,0,0,20,0,0,0,0,0,0,1,4,3,0,0,0,0
suppj001,1,18,8,4,4,4,102,3,1,5,1,1,0,0,29,25,0,0,0,0
byrdt001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
larka001,1,2,2,1,2,2,24,0,0,1,1,0,0,0,6,3,0,1,1,0
spraj001,1,9,2,1,1,1,44,1,0,2,0,0,0,0,11,10,0,0,0,0
