id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
mlicd001,0,18,6,2,1,1,97,5,0,6,0,0,0,0,27,25,0,0,0,0
nitkc001,0,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0
berna001,0,3,1,0,2,2,18,0,0,1,0,0,0,1,5,4,0,0,0,0
jonet003,0,1,5,1,5,2,27,0,0,5,0,0,0,0,8,7,0,0,0,1
pattd001,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0
meadb001,1,14,8,1,5,5,81,1,2,6,0,0,0,0,23,22,0,0,0,0
murrd002,1,3,2,1,0,0,25,0,0,1,1,0,0,0,6,5,0,0,0,0
spolp001,1,2,1,0,0,0,12,1,0,0,1,0,0,0,3,2,0,1,0,0
santj002,1,5,1,1,0,0,24,1,0,1,0,0,0,0,7,6,0,0,0,0
bottr001,1,3,0,1,0,0,24,0,0,0,0,0,1,0,4,3,0,0,0,0
