id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
hereg001,0,21,7,1,3,3,81,2,0,5,2,0,0,0,29,26,0,1,1,0
vizcl001,0,3,0,0,0,0,15,2,0,0,0,0,0,0,3,3,0,0,0,0
sauvr001,0,3,1,0,0,0,12,0,0,1,0,0,0,0,3,3,0,0,0,0
damij002,1,6,6,5,8,8,70,0,0,3,3,0,0,0,16,11,1,0,0,0
santj002,1,3,5,0,4,4,27,1,0,4,1,0,0,0,8,7,0,0,1,0
batim001,1,3,4,3,5,4,44,1,1,2,1,0,0,0,10,7,0,0,0,0
murrd002,1,6,5,2,4,4,66,4,3,2,0,0,1,0,13,11,0,0,0,0
reicd001,1,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0
spraj001,1,3,1,0,0,0,18,2,0,1,0,0,0,0,4,4,0,0,0,0
bottr001,1,3,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0
