id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
mercj001,0,18,8,2,4,4,92,2,0,4,2,2,0,0,27,24,0,0,1,0
mcelc001,0,3,1,2,3,3,24,1,0,1,0,0,0,0,6,4,0,0,0,0
reyea001,0,1,2,0,2,2,11,1,0,0,2,0,0,0,3,3,0,0,0,0
groob001,0,2,1,1,1,1,14,0,0,1,0,0,0,0,4,2,0,0,1,0
milte001,1,15,9,0,6,6,78,3,3,5,1,0,0,0,24,24,0,0,0,0
hawkl001,1,1,3,0,2,2,16,0,0,2,1,0,1,0,4,4,0,0,0,0
millt001,1,3,2,0,1,1,21,1,0,1,1,0,0,0,4,4,0,0,0,0
wellb002,1,4,2,0,0,0,23,3,0,2,0,0,0,0,6,5,0,0,1,0
redmm002,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
guare001,1,3,0,1,0,0,16,0,0,0,0,0,0,0,3,2,0,0,0,0
