id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
abbop001,0,12,2,3,1,1,62,2,0,1,1,0,0,0,16,12,0,0,1,0
ramsr001,0,8,3,1,2,2,38,1,0,2,1,0,0,0,11,10,0,0,0,0
rodrf001,0,3,2,1,2,2,21,0,0,1,1,0,0,0,6,5,0,0,0,0
rhoda001,0,1,1,0,0,0,3,0,0,0,1,0,0,0,2,2,0,0,0,0
panij001,0,3,0,0,0,0,13,2,0,0,0,0,0,0,3,3,0,0,0,0
redmm002,1,7,8,5,6,6,84,0,1,5,2,0,1,0,19,14,0,0,0,0
wellb002,1,5,1,0,0,0,26,4,0,1,0,0,0,0,6,6,0,0,0,0
carrh001,1,6,4,0,2,2,39,2,0,4,0,0,1,0,10,10,0,0,0,0
millt001,1,3,0,1,0,0,19,1,0,0,0,0,0,0,4,3,0,0,0,0
guare001,1,3,1,1,0,0,23,1,0,0,1,0,0,0,5,4,0,0,0,0
hawkl001,1,3,4,0,4,4,30,1,2,2,0,0,0,0,7,7,0,0,0,0
