id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
valdi001,0,16,6,2,3,3,89,4,1,4,1,0,0,0,25,23,0,0,0,0
heref001,0,2,0,0,0,0,10,1,0,0,0,0,0,0,2,2,0,0,0,0
rains001,0,3,3,0,1,1,11,0,0,3,0,0,0,0,5,5,0,0,0,0
aguir001,0,3,2,1,1,1,25,1,0,2,0,0,0,0,6,5,0,0,0,0
radkb001,1,18,5,2,1,1,108,3,0,4,1,0,1,1,26,23,0,0,0,0
wellb002,1,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0
millt001,1,1,1,1,0,0,15,0,0,1,0,0,0,0,3,2,0,0,0,0
carrh001,1,2,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0
guare001,1,2,0,2,0,0,23,1,0,0,0,0,0,0,4,2,0,0,0,0
hawkl001,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0
