id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
neagd001,0,21,3,4,4,4,120,6,0,1,2,0,1,0,28,24,0,0,0,0
stanm003,0,2,0,0,0,0,6,2,0,0,0,0,0,0,2,2,0,0,0,0
nelsj001,0,0,0,1,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0
rivem002,0,4,2,1,0,0,23,1,0,2,0,0,0,0,7,6,0,0,0,0
radkb001,1,21,12,2,4,4,119,5,1,6,5,0,1,0,35,33,0,0,0,1
carrh001,1,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
millt001,1,0,1,0,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0
hawkl001,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0
guare001,1,0,1,1,2,2,11,0,0,0,1,0,0,0,2,1,0,0,0,1
wellb002,1,2,3,0,2,2,15,1,1,1,1,0,0,0,5,5,0,0,0,0
