id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
mechg001,0,18,3,2,0,0,80,4,0,3,0,0,0,0,22,20,0,0,0,0
rhoda001,0,3,1,1,0,0,22,1,0,1,0,0,1,0,5,4,0,0,0,0
mesaj001,0,3,2,1,2,2,22,1,1,0,1,0,0,0,6,5,0,0,0,0
sasak001,0,3,0,0,0,0,15,2,0,0,0,0,0,0,3,3,0,0,0,0
maysj001,1,7,3,4,4,4,64,1,1,1,1,0,0,0,14,9,0,0,1,0
millt001,1,6,4,1,1,1,50,2,0,4,0,0,0,0,11,10,0,0,0,0
wellb002,1,4,2,0,2,2,19,1,1,1,0,0,0,0,6,6,0,0,0,0
guare001,1,4,1,0,0,0,19,1,0,1,0,0,0,0,5,5,0,0,0,0
carrh001,1,3,1,2,2,2,23,0,1,0,0,0,1,0,6,4,0,0,0,0
santj003,1,3,1,0,1,1,13,2,1,0,0,0,0,0,4,4,0,0,0,0
