id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
waket001,0,24,8,1,4,4,123,7,1,6,0,1,0,0,32,30,0,0,1,0
lowed001,0,9,1,2,0,0,60,5,0,1,0,0,0,0,11,9,0,0,0,0
beckr001,0,6,0,0,0,0,24,2,0,0,0,0,0,0,6,6,0,0,0,0
garcr001,0,3,0,1,0,0,21,0,0,0,0,0,0,0,4,3,0,0,0,0
cormr001,0,9,2,0,0,0,32,2,0,2,0,0,0,0,11,10,0,1,0,0
pichh001,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0
fassj001,0,0,1,0,1,1,12,0,1,0,0,0,0,0,1,1,0,0,0,0
halaj001,1,27,8,3,4,4,103,2,1,5,2,0,0,0,35,32,0,0,0,0
tomkb001,1,12,1,0,0,0,40,0,0,1,0,0,0,0,13,13,0,0,0,0
mesaj001,1,9,1,3,0,0,53,2,0,1,0,0,0,0,13,10,0,0,0,0
ramsr001,1,7,2,3,0,0,41,0,0,1,1,0,0,0,12,8,0,1,0,1
sasak001,1,2,0,0,0,0,5,1,0,0,0,0,0,0,2,2,0,0,0,0
