id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
martr002,0,3,1,5,5,5,54,1,1,0,0,0,0,0,9,4,0,0,0,0
florb001,0,9,1,1,0,0,40,1,0,1,0,0,0,0,11,8,0,2,0,0
beckr001,0,6,0,1,0,0,24,2,0,0,0,0,0,0,6,5,0,0,0,0
garcr001,0,3,1,0,0,0,19,0,0,1,0,0,0,0,4,4,0,0,0,0
pichh001,0,6,0,0,0,0,22,1,0,0,0,0,0,0,6,6,0,0,0,0
abbop001,1,16,6,4,4,2,113,1,1,4,1,0,0,0,27,22,0,0,1,0
rhoda001,1,5,0,0,0,0,31,3,0,0,0,0,0,0,5,5,0,0,0,0
mesaj001,1,2,2,0,2,2,13,0,0,2,0,0,0,0,4,4,0,0,0,0
sasak001,1,1,2,0,2,2,7,0,1,1,0,0,0,0,3,3,0,0,0,0
panij001,1,3,1,0,0,0,16,1,0,1,0,0,0,0,4,4,0,0,0,0
