id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
castf001,0,16,8,3,5,5,111,7,1,4,3,0,0,0,26,23,0,0,0,0
frasj001,0,5,1,0,0,0,21,0,0,1,0,0,0,1,5,4,0,0,0,0
borbp001,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
quanp001,0,2,2,1,0,0,23,0,0,1,1,0,0,0,4,3,0,0,0,0
kochb001,0,3,1,1,0,0,16,0,0,1,0,0,0,0,5,3,0,1,0,1
painl001,0,9,1,3,0,0,49,3,0,1,0,0,0,1,13,8,0,1,0,1
hallr001,0,0,3,0,1,1,13,0,0,3,0,0,0,0,4,3,0,1,0,0
moyej001,1,18,7,3,5,5,113,3,1,4,2,0,0,0,27,24,0,0,0,0
rhoda001,1,4,0,0,0,0,17,4,0,0,0,0,0,0,4,4,0,0,0,0
panij001,1,5,0,0,0,0,21,3,0,0,0,0,0,0,5,5,0,0,0,0
sasak001,1,3,0,2,0,0,24,3,0,0,0,0,0,0,5,3,0,0,0,1
tomkb001,1,9,2,1,0,0,56,2,0,2,0,0,0,0,12,11,0,0,0,0
