id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
coned001,0,13,11,1,6,6,97,4,2,7,2,0,0,0,24,23,0,0,0,0
grimj001,0,8,5,0,0,0,37,1,0,3,2,0,0,0,12,12,0,0,0,0
stanm003,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0
nelsj001,0,6,0,2,0,0,40,2,0,0,0,0,0,0,8,6,0,0,0,0
rivem002,0,1,1,0,1,0,10,0,0,1,0,0,0,0,4,4,0,0,0,0
nomoh001,1,16,9,5,3,3,101,3,0,9,0,0,0,0,28,23,0,0,0,0
nitkc001,1,3,2,1,2,1,24,2,0,2,0,0,0,0,6,5,0,0,0,0
andem002,1,2,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,0,0,0
brocd001,1,4,3,1,1,1,34,0,0,2,1,0,0,0,8,6,0,0,1,0
jonet003,1,5,0,0,0,0,16,1,0,0,0,0,0,0,4,4,0,0,0,0
cruzn001,1,3,1,0,0,0,15,1,0,1,0,0,0,0,3,3,0,0,0,0
