id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
romej001,0,12,8,2,6,6,65,2,0,7,1,0,0,0,21,17,0,2,0,0
cresj001,0,1,3,1,2,2,23,1,0,3,0,0,0,0,5,4,0,0,0,0
millt001,0,5,0,1,0,0,24,2,0,0,0,0,0,0,5,4,0,0,0,0
ryanj001,0,1,2,1,1,1,23,0,0,2,0,0,0,0,4,3,0,0,0,0
wellb002,0,2,1,0,1,1,21,0,0,0,1,0,0,0,3,3,0,0,0,0
guare001,0,3,4,0,2,2,17,0,1,2,1,0,0,0,7,6,0,1,0,0
motad001,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0
moehb001,1,15,7,2,3,3,97,2,0,3,4,0,0,1,25,21,0,1,0,0
berna001,1,0,3,1,4,2,13,0,0,3,0,0,0,0,4,3,0,0,0,0
nitkc001,1,2,1,1,1,0,19,0,0,1,0,0,0,0,5,3,0,0,1,0
pattd001,1,3,1,1,3,3,15,0,0,1,0,0,0,1,6,4,0,0,0,0
cruzn001,1,1,2,0,0,0,11,0,0,2,0,0,0,0,3,3,0,0,0,0
halts001,1,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
andem002,1,5,1,0,0,0,26,0,0,1,0,0,0,0,5,5,0,0,0,0
jonet003,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
