id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
wisem001,0,7,7,1,7,7,57,1,1,4,2,0,0,0,14,12,0,0,1,1
alvaj002,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0
potel001,0,5,0,0,0,0,13,0,0,0,0,0,0,0,5,4,0,0,1,0
wardb001,0,2,1,1,0,0,20,1,0,1,0,0,0,0,4,3,0,0,0,0
webeb001,0,7,1,0,0,0,29,3,0,1,0,0,0,0,8,8,0,0,0,0
petkm001,0,3,0,0,0,0,14,1,0,0,0,0,0,0,3,3,0,0,0,0
moehb001,1,18,8,0,4,4,96,3,0,3,3,2,0,1,27,26,0,0,0,0
nitkc001,1,3,1,0,0,0,9,1,0,1,0,0,0,0,3,3,0,0,0,0
andem002,1,3,1,2,1,1,21,2,0,1,0,0,0,0,5,3,0,0,0,0
jonet003,1,3,0,1,0,0,15,1,0,0,0,0,0,0,4,3,0,0,0,0
