id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
waket001,0,15,5,3,3,2,104,6,0,4,1,0,1,1,24,20,0,0,0,0
carrh001,0,1,2,0,1,1,10,0,0,1,1,0,0,0,3,3,0,0,0,0
fassj001,0,4,2,2,2,2,36,2,1,1,0,0,0,0,8,5,0,1,0,1
cormr001,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0
beckr001,0,3,0,0,0,0,17,1,0,0,0,0,0,0,3,3,0,0,0,0
lowed001,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0
spars001,1,13,6,4,4,4,95,2,0,5,1,0,0,0,23,19,0,0,0,0
nitkc001,1,8,1,1,1,1,29,1,0,1,0,0,0,0,9,8,0,0,0,0
andem002,1,1,0,1,1,1,6,0,0,0,0,0,0,0,2,1,0,0,0,0
blaiw001,1,0,2,0,0,0,4,0,0,2,0,0,0,0,2,2,0,0,0,0
tolak001,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0
cruzn001,1,1,2,1,1,1,14,1,0,2,0,0,0,0,4,3,0,0,0,0
jonet003,1,3,1,0,0,0,12,1,0,1,0,0,0,0,3,3,0,0,0,0
