id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
eldrc001,0,18,6,4,4,4,101,2,0,5,0,1,0,0,26,22,0,0,0,0
wunsk001,0,3,1,0,0,0,9,0,0,1,0,0,0,0,3,3,0,0,0,0
foulk001,0,3,0,0,0,0,10,2,0,0,0,0,0,0,3,3,0,0,0,0
howrb001,0,3,2,1,1,1,16,0,0,2,0,0,0,0,6,4,0,1,0,1
simab001,0,6,1,0,0,0,17,0,0,1,0,0,0,0,6,6,0,0,0,0
sturt001,0,2,1,2,1,1,23,1,0,1,0,0,0,0,5,3,0,0,0,0
tracs001,1,12,5,2,5,5,86,3,1,2,2,0,0,2,21,16,0,0,1,0
whitr002,1,9,0,1,0,0,61,6,0,0,0,0,0,1,11,9,0,0,0,0
lopea002,1,6,1,1,0,0,27,1,0,1,0,0,0,0,8,7,0,0,0,0
hernr001,1,6,1,0,0,0,27,0,0,1,0,0,0,0,6,5,0,1,0,0
mecij001,1,3,1,0,0,0,14,0,0,1,0,0,0,0,3,3,0,0,0,0
