id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
baldj002,0,16,5,2,1,1,97,8,0,3,2,0,2,0,23,21,0,0,0,0
lowes001,0,2,0,2,0,0,15,0,0,0,0,0,0,0,4,2,0,0,0,0
simab001,0,6,1,0,0,0,23,1,0,1,0,0,0,0,7,7,0,0,0,0
wunsk001,0,3,1,0,0,0,23,0,0,1,0,0,0,0,4,4,0,0,0,0
wheed001,1,11,9,2,6,6,75,1,1,6,0,2,0,0,22,20,0,0,0,0
eilad001,1,3,2,0,0,0,17,0,0,1,1,0,0,0,5,5,0,0,0,0
morrj004,1,4,0,0,0,0,18,3,0,0,0,0,0,0,4,4,0,0,0,0
sparj001,1,3,2,0,1,1,18,1,0,2,0,0,1,0,4,4,0,0,0,0
mecij001,1,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
hernr001,1,3,2,0,0,0,18,2,0,1,1,0,0,0,5,5,0,0,0,0
