id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
carrh001,0,6,4,1,0,0,46,2,0,4,0,0,0,0,10,9,1,0,0,0
ontis001,0,6,2,1,0,0,39,0,0,2,0,0,0,0,8,7,0,0,0,0
penaj003,0,6,2,1,1,1,38,1,1,1,0,0,0,0,9,8,0,0,0,0
waket001,0,3,0,2,1,1,25,1,0,0,0,0,1,0,5,1,0,1,1,0
lee-s001,0,6,1,0,0,0,28,2,0,1,0,0,0,1,8,7,0,0,0,0
crour001,0,2,1,2,1,1,21,0,0,1,0,0,0,0,5,2,0,1,0,1
lopea002,1,24,8,4,2,2,134,1,2,6,0,0,0,0,35,31,0,0,0,0
yan-e001,1,3,1,0,0,0,15,1,0,0,1,0,0,0,4,4,0,0,0,0
creed001,1,1,0,1,0,0,13,1,0,0,0,0,0,0,2,1,0,0,0,0
wheed001,1,2,0,1,0,0,10,1,0,0,0,0,0,0,3,2,0,0,0,1
