id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
sancj001,0,11,8,3,4,4,83,1,0,5,2,1,0,0,22,18,0,0,1,0
stroj001,0,6,0,1,0,0,39,2,0,0,0,0,0,1,8,6,0,0,0,0
darev001,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0
boner001,0,3,4,0,3,3,42,1,1,3,0,0,1,0,7,7,0,0,0,0
mahar001,0,3,1,0,0,0,7,1,0,1,0,0,0,0,3,3,0,0,0,0
lidlc001,1,15,6,1,3,3,66,2,1,4,1,0,1,0,20,19,0,0,0,0
whitr002,1,4,2,1,1,0,25,1,0,2,0,0,0,0,8,7,0,0,0,0
guthm001,1,1,1,0,0,0,4,0,0,1,0,0,0,0,2,2,0,0,0,0
mecij001,1,4,0,0,0,0,15,2,0,0,0,0,0,0,4,4,0,0,0,0
hernr001,1,3,4,0,2,2,30,2,0,3,1,0,0,0,7,7,0,0,0,0
