id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
hermd001,0,15,9,4,5,5,91,1,1,4,4,0,1,0,26,22,0,0,0,1
liraf001,0,2,2,0,1,1,18,1,0,2,0,0,0,0,4,4,0,0,0,0
forss001,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
santj001,0,3,2,0,2,2,13,1,1,0,1,0,0,0,5,5,0,0,0,0
stris001,0,6,1,2,1,1,36,2,0,0,1,0,0,0,9,5,0,2,0,1
klins002,0,3,1,0,0,0,8,0,0,1,0,0,0,0,3,3,0,0,0,0
limaj001,1,17,9,1,7,7,97,2,3,4,0,2,0,0,27,25,0,0,1,0
slusj001,1,7,1,0,0,0,32,1,0,1,0,0,0,0,8,8,0,0,0,0
doteo001,1,3,1,1,2,2,25,1,1,0,0,0,0,0,5,4,0,0,0,0
valdm001,1,3,3,0,1,1,24,0,0,3,0,0,0,0,6,5,0,1,0,0
