id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
andej002,0,9,7,1,6,6,62,1,1,3,2,1,1,0,17,16,0,0,0,0
skrmm001,0,6,3,0,2,2,23,1,1,2,0,0,0,0,8,8,0,0,0,0
smitb003,0,4,2,1,2,2,33,0,0,1,1,0,0,0,7,6,0,0,0,0
wallj001,0,2,1,1,0,0,10,0,0,1,0,0,0,0,4,3,0,0,0,0
loisr001,0,3,6,0,6,6,30,0,0,3,3,0,0,0,10,10,0,0,0,0
mcknt001,1,4,4,1,5,5,43,2,1,2,1,0,0,1,10,8,0,0,0,0
lines001,1,6,6,0,2,2,48,3,1,4,1,0,0,0,12,12,0,0,0,0
greej001,1,2,0,0,0,0,9,1,0,0,0,0,0,0,2,2,0,0,0,0
poweb001,1,6,0,0,0,0,28,1,0,0,0,0,0,0,6,6,0,0,0,0
valdm001,1,3,0,0,0,0,19,1,0,0,0,0,0,0,3,3,0,0,0,0
slusj001,1,6,2,0,0,0,21,2,0,2,0,0,0,0,8,8,0,0,0,0
