id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
nathj001,0,7,5,3,6,6,51,0,3,0,1,1,0,0,14,11,0,0,0,0
deltm001,0,8,2,2,1,1,41,1,0,0,1,1,0,1,13,10,0,0,0,1
johnj006,0,6,1,0,0,0,25,0,0,1,0,0,0,0,7,7,0,0,0,0
rodrf002,0,4,1,0,0,0,25,3,0,1,0,0,0,1,6,5,0,0,0,0
nen-r001,0,5,0,0,0,0,18,1,0,0,0,0,0,0,4,4,0,0,0,0
limaj001,1,20,7,6,5,5,123,5,2,4,1,0,0,0,31,25,0,0,0,0
franw001,1,2,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0
slusj001,1,2,1,0,0,0,14,0,0,1,0,0,0,0,4,4,0,0,0,0
doteo001,1,3,2,1,2,2,32,1,1,1,0,0,0,0,6,5,0,0,0,0
valdm001,1,3,2,1,1,1,23,1,0,1,0,1,0,0,6,5,0,0,0,1
