id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
hampm001,0,21,9,3,5,5,121,3,0,8,1,0,1,0,33,30,0,0,0,0
wendt001,0,3,0,1,0,0,14,0,0,0,0,0,0,0,4,3,0,0,0,0
franj001,0,4,3,1,0,0,37,1,0,3,0,0,0,0,8,7,0,0,0,1
benia001,0,5,0,1,0,0,25,2,0,0,0,0,0,0,5,4,0,0,0,0
millw001,1,16,6,5,4,3,104,5,1,4,1,0,0,0,26,21,0,0,0,0
slusj001,1,5,0,0,0,0,17,1,0,0,0,0,0,1,6,5,0,0,0,0
valdm001,1,3,0,0,0,0,14,2,0,0,0,0,0,0,3,3,0,0,0,0
doteo001,1,3,1,0,1,1,14,1,1,0,0,0,0,0,4,4,0,0,0,0
greej001,1,5,1,2,1,1,30,1,1,0,0,0,0,1,8,5,0,0,0,0
franw001,1,1,0,0,0,0,11,1,0,0,0,0,0,0,1,1,0,0,0,0
