id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
glavt001,0,7,6,1,7,7,53,2,2,2,2,0,0,1,15,12,0,0,1,0
ashba002,0,5,1,3,1,1,44,2,0,0,1,0,1,0,9,6,0,0,0,2
burkj001,0,4,1,0,1,1,20,0,0,0,1,0,0,1,6,5,0,0,0,0
mulht001,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0
ligtk001,0,3,0,0,0,0,8,2,0,0,0,0,0,0,3,3,0,0,0,0
remlm001,0,3,1,0,1,1,12,1,1,0,0,0,0,0,4,4,0,0,0,0
kiled001,1,21,4,2,2,2,107,6,0,3,1,0,0,0,27,25,0,0,0,0
chrij002,1,1,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0
timlm001,1,2,3,0,2,2,12,1,1,1,1,0,0,0,5,5,0,0,0,0
morrm001,1,3,0,1,0,0,13,0,0,0,0,0,0,0,4,3,0,0,0,0
