id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
hudst001,0,24,6,4,4,3,127,5,0,5,1,0,0,0,35,31,0,0,0,0
herno001,1,21,4,5,2,2,130,4,1,3,0,0,0,0,28,23,0,0,0,0
rivem002,1,6,0,0,0,0,23,1,0,0,0,0,0,0,7,7,0,0,0,0
