id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
stepg001,0,11,3,2,1,1,58,2,0,3,0,0,0,0,15,13,0,0,0,0
reamb001,0,4,0,2,0,0,28,1,0,0,0,0,0,0,5,3,0,0,0,0
jamem001,0,6,0,0,0,0,16,1,0,0,0,0,0,0,6,6,0,0,0,0
morrm001,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0
vered001,0,3,0,0,0,0,18,2,0,0,0,0,0,0,3,3,0,0,0,0
millk004,1,14,4,3,4,4,92,3,2,1,1,0,0,0,21,18,1,0,0,0
mulht001,1,2,1,1,2,2,17,1,0,1,0,0,0,0,4,2,0,1,0,0
ligtk001,1,1,0,0,1,1,11,1,0,0,0,0,0,0,2,2,0,0,0,0
remlm001,1,4,3,0,0,0,30,1,0,3,0,0,0,0,7,7,0,0,0,0
ashba002,1,6,0,0,0,0,22,3,0,0,0,0,0,0,6,6,0,0,0,0
