id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
petta001,0,21,8,3,2,0,140,5,0,7,1,0,0,0,32,28,0,1,0,1
stanm003,0,3,0,0,0,0,14,1,0,0,0,0,0,0,3,3,0,0,0,0
rivem002,0,3,0,1,0,0,15,1,0,0,0,0,0,0,4,3,0,0,0,0
leita001,1,26,7,3,4,3,150,9,2,5,0,0,0,0,36,33,0,0,0,0
franj001,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0
