id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
tollb001,0,19,9,2,6,6,99,1,2,4,3,0,1,0,30,28,0,0,0,0
maurd001,0,0,2,1,3,1,16,0,1,1,0,0,0,0,3,2,0,0,0,1
erdot001,0,2,2,0,1,0,11,0,0,2,0,0,0,0,5,4,0,0,1,0
carlb001,0,1,2,1,3,3,24,1,0,2,0,0,0,0,4,3,0,0,0,0
cunnw001,0,2,2,1,0,0,16,1,0,2,0,0,0,0,5,4,0,0,0,0
jarvk001,1,18,1,0,2,1,57,3,0,0,1,0,0,0,20,18,0,1,1,0
whitg001,1,3,0,1,0,0,15,0,0,0,0,0,0,0,3,2,0,0,0,0
choub001,1,3,2,0,1,0,14,2,0,2,0,0,0,0,5,5,0,0,0,0
myerm001,1,2,1,1,1,1,27,2,0,1,0,0,1,0,4,3,0,0,0,0
dipoj001,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
