id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
moehb001,0,20,5,2,1,1,103,8,0,3,2,0,1,0,28,24,0,1,1,0
pattd001,0,3,0,0,0,0,15,2,0,0,0,0,0,1,4,3,0,0,0,0
nitkc001,0,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0
jonet003,0,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
mussm001,1,21,5,0,1,1,86,7,1,4,0,0,0,0,25,25,0,0,0,0
tromm001,1,1,1,0,1,1,5,0,0,1,0,0,0,0,2,1,0,1,0,0
groob001,1,1,2,0,0,0,8,1,0,2,0,0,0,0,3,3,0,0,0,0
milla001,1,1,0,2,2,2,23,0,0,0,0,0,0,0,3,1,0,0,0,0
kohlr001,1,2,3,0,2,2,25,0,0,1,1,1,0,0,5,5,0,0,0,0
ryanb001,1,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0
