id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
rogek001,0,19,6,5,6,6,120,7,2,3,1,0,0,0,30,25,0,0,0,0
zimmj001,0,3,1,1,2,2,16,1,0,1,0,0,0,0,5,4,0,0,0,0
venam002,0,0,1,1,2,2,8,0,0,1,0,0,0,0,2,1,0,0,0,0
crabt001,0,2,3,0,1,1,19,0,0,3,0,0,0,0,5,5,0,0,0,0
wettj001,0,1,1,1,0,0,9,0,0,1,0,0,0,0,3,2,0,0,0,0
rappp001,1,10,5,4,6,6,90,4,1,2,2,0,1,0,18,14,0,0,0,0
johnj007,1,2,2,1,1,1,17,0,0,1,1,0,0,0,5,3,0,0,1,0
mcelc001,1,6,0,0,0,0,20,0,0,0,0,0,0,0,6,6,0,0,0,0
mercj001,1,6,3,1,3,3,48,2,1,0,2,0,1,0,10,7,0,1,1,0
timlm001,1,3,0,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0
