id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
smitc001,0,15,7,4,3,3,96,5,1,5,1,0,1,0,22,18,0,0,0,0
darev001,0,0,2,0,3,2,6,0,1,1,0,0,0,0,3,3,0,0,0,0
boner001,0,3,2,0,1,1,17,0,0,1,1,0,0,0,4,3,0,0,1,0
mahar001,0,4,3,1,1,1,27,1,0,3,0,0,0,0,8,7,0,0,0,0
stroj001,0,2,2,0,1,1,10,0,0,2,0,0,0,0,4,4,0,0,0,0
rappp001,1,16,8,3,4,4,130,1,0,4,4,0,0,1,28,23,0,0,1,0
mcelc001,1,1,0,1,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0
milla001,1,1,0,1,0,0,12,0,0,0,0,0,0,0,2,1,0,0,0,0
tromm001,1,2,0,1,0,0,22,1,0,0,0,0,1,1,4,2,0,0,0,0
groob001,1,2,1,1,0,0,14,0,0,1,0,0,0,0,4,3,0,0,0,0
timlm001,1,5,2,0,1,1,19,1,0,1,0,1,0,0,7,7,0,0,0,0
