id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
meadb001,0,6,9,0,5,5,44,0,3,5,1,0,1,1,16,14,0,1,0,0
whitm002,0,6,3,0,0,0,17,1,0,3,0,0,0,0,8,8,0,0,0,0
walkk001,0,6,0,0,0,0,20,1,0,0,0,0,0,0,6,6,0,0,0,0
almac001,0,4,3,0,2,1,26,1,1,2,0,0,0,0,8,8,0,0,0,0
whism001,0,2,0,0,0,0,8,1,0,0,0,0,0,0,2,2,0,0,0,0
kolbb001,0,2,0,2,0,0,21,1,0,0,0,0,1,0,4,2,0,0,0,0
hofft001,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
mulht001,1,18,9,1,9,8,90,2,1,7,1,0,0,1,30,27,0,1,0,0
mcglk001,1,2,2,1,2,1,34,0,1,1,0,0,0,0,5,4,0,0,0,0
chenb001,1,1,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,0
mcmig001,1,6,1,0,0,0,20,1,0,1,0,0,0,0,6,6,0,0,0,0
