id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
harnp001,0,8,1,2,2,2,34,2,1,0,0,0,0,0,10,8,0,0,0,0
luebl001,0,4,1,1,0,0,16,0,0,1,0,0,0,0,5,4,0,0,0,0
riedj001,0,5,0,2,1,1,32,1,0,0,0,0,0,1,7,4,0,0,0,0
reyed001,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0
sulls001,0,7,1,3,0,0,43,5,0,1,0,0,0,0,11,8,0,0,0,0
gravd001,0,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
millk004,1,17,7,1,4,4,95,4,0,5,2,0,0,0,26,24,0,1,0,1
kamis001,1,1,0,1,0,0,10,1,0,0,0,0,0,0,2,1,0,0,0,0
mulht001,1,3,0,0,0,0,16,0,0,0,0,0,0,0,3,3,0,0,0,0
rockj001,1,6,1,0,0,0,25,2,0,1,0,0,0,0,7,7,0,0,0,0
