id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
persr001,0,18,6,3,1,1,121,5,0,6,0,0,0,0,25,22,0,0,0,0
telea001,0,3,1,2,2,2,29,0,0,1,0,0,1,0,5,3,0,0,0,0
schrs001,0,3,1,0,0,0,17,0,0,1,0,0,0,0,3,3,0,0,0,0
gomew001,0,6,0,0,0,0,25,0,0,0,0,0,0,1,7,6,0,0,0,0
reyec001,0,3,1,0,1,1,10,1,1,0,0,0,0,0,4,4,0,0,0,0
maddg002,1,21,8,0,3,2,89,5,1,6,1,0,0,1,30,29,0,0,0,0
remlm001,1,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
rockj001,1,3,0,1,0,0,17,1,0,0,0,0,0,0,4,3,0,0,0,0
ligtk001,1,1,0,2,0,0,16,0,0,0,0,0,0,0,3,1,0,0,0,0
rivel002,1,8,1,2,0,0,46,2,0,1,0,0,0,0,11,9,0,0,0,0
