id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
nunev001,0,15,7,2,4,3,96,2,1,5,1,0,1,0,22,20,0,0,0,0
mahar001,0,3,1,0,1,1,21,1,1,0,0,0,0,0,4,4,0,0,0,0
stroj001,0,3,0,2,0,0,18,0,0,0,0,0,0,0,5,3,0,0,0,0
loopb001,0,3,1,1,0,0,21,2,0,1,0,0,0,0,5,4,0,0,0,0
alfoa001,0,3,3,0,1,1,23,1,0,2,1,0,0,0,6,6,0,0,0,0
mahop001,1,15,4,3,4,4,101,5,1,0,3,0,0,0,22,19,0,0,0,0
wendt001,1,3,1,1,0,0,17,0,0,1,0,0,0,0,5,4,0,0,0,0
cookd001,1,1,2,2,3,3,27,0,1,1,0,0,0,1,6,3,0,0,0,0
rodrr004,1,4,1,0,0,0,18,0,0,1,0,0,0,1,6,5,0,0,0,0
benia001,1,4,0,1,0,0,33,1,0,0,0,0,0,0,5,4,0,0,0,0
