id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
erics001,0,16,6,1,6,6,81,4,2,2,0,2,0,0,22,20,0,0,1,0
mcelc001,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
reyea001,0,4,2,2,3,3,33,1,0,1,1,0,0,0,8,5,0,0,1,0
ryanb001,0,0,2,1,2,2,14,0,0,2,0,0,0,0,3,2,0,0,0,0
mercj001,0,1,1,1,0,0,13,1,0,1,0,0,0,0,3,2,0,0,0,0
tromm001,0,3,1,0,0,0,18,2,0,0,1,0,0,1,5,4,0,0,0,0
reedr002,1,15,8,0,3,3,98,3,1,5,2,0,0,0,22,21,0,0,1,0
mahop001,1,3,1,1,0,0,23,0,0,1,0,0,0,0,5,4,0,0,0,0
cookd001,1,3,1,1,0,0,33,2,0,1,0,0,0,0,5,4,0,0,0,0
rodrr004,1,6,2,0,0,0,29,1,0,0,2,0,0,0,8,8,0,0,0,0
