id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
thurm002,0,3,6,3,8,8,53,1,1,5,0,0,0,0,12,9,0,0,0,0
santj001,0,15,4,0,2,2,63,2,1,3,0,0,0,0,18,18,0,0,0,0
motag001,0,3,1,1,1,0,24,2,0,1,0,0,0,0,5,4,0,0,0,0
forss001,0,3,0,0,0,0,15,2,0,0,0,0,0,0,3,3,0,0,0,0
hampm001,1,15,3,1,0,0,64,4,0,3,0,0,0,0,18,17,0,0,0,0
cookd001,1,2,1,0,0,0,5,0,0,1,0,0,0,0,3,3,0,0,0,0
franj001,1,2,1,0,1,0,7,0,0,0,1,0,0,0,3,3,0,0,0,0
robeg001,1,2,1,0,0,0,14,1,0,1,0,0,0,0,4,4,0,0,0,0
rodrr004,1,3,1,0,1,1,11,0,0,0,0,1,0,0,4,4,0,0,0,0
camme001,1,3,0,1,0,0,13,2,0,0,0,0,0,0,4,3,0,0,0,0
