id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
guzmg001,0,16,9,2,6,6,89,5,1,6,2,0,0,0,26,24,0,0,0,0
plesd001,0,2,0,0,0,0,10,1,0,0,0,0,0,0,2,2,0,0,0,0
kim-b001,0,5,3,2,1,1,50,2,0,2,1,0,0,0,9,7,0,0,0,1
swing001,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
mantm001,0,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0
vazqj001,1,15,6,2,6,6,88,5,1,2,3,0,1,1,24,21,0,0,0,0
johnm002,1,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0
forss001,1,1,0,2,2,2,13,0,0,0,0,0,0,0,3,1,0,0,0,0
santj001,1,5,2,0,0,0,21,1,0,2,0,0,0,0,6,5,0,0,1,0
stris001,1,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
