id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
valdi001,0,11,7,6,9,9,95,1,3,2,2,0,0,0,24,17,0,0,1,1
vanpt001,0,7,0,3,0,0,37,1,0,0,0,0,0,0,9,6,0,0,0,0
willb001,0,3,3,2,3,3,27,1,0,2,1,0,1,0,7,5,0,0,0,1
heref001,0,1,1,0,1,1,12,0,0,1,0,0,0,0,2,1,0,0,1,0
farnk001,0,2,1,0,0,0,7,1,0,1,0,0,0,0,3,3,0,0,0,0
aguir001,0,1,4,1,3,3,23,1,1,3,0,0,0,0,6,5,0,0,0,1
irabh001,1,7,7,2,6,6,49,1,2,5,0,0,0,0,14,12,0,0,0,0
johnm002,1,5,4,0,1,1,35,1,0,4,0,0,0,0,9,9,0,0,0,0
liraf001,1,4,2,1,2,2,26,2,0,2,0,0,0,0,7,6,0,0,0,0
blanm001,1,1,1,0,0,0,7,0,0,1,0,0,0,0,2,2,0,0,0,0
telfa001,1,3,3,0,2,2,22,1,0,2,1,0,0,1,7,6,0,0,0,0
klins002,1,4,0,0,0,0,18,3,0,0,0,0,0,0,4,4,0,0,0,0
hermd001,1,3,4,1,4,4,32,1,1,3,0,0,0,0,8,7,0,0,0,0
