id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
tracs001,0,13,10,0,4,4,80,1,0,7,3,0,0,2,24,21,0,0,1,0
sturt001,0,2,1,1,0,0,11,0,0,1,0,0,0,0,3,2,0,0,0,0
creed001,0,3,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0
whitr002,0,3,2,3,2,1,27,0,0,1,1,0,0,0,8,5,0,0,0,1
guthm001,0,1,0,0,0,0,9,1,0,0,0,0,0,0,2,2,0,0,0,0
yan-e001,0,2,0,1,0,0,14,1,0,0,0,0,0,0,3,2,0,0,0,0
cornr001,1,16,5,4,2,1,70,2,0,4,1,0,0,0,23,19,0,0,0,0
boner001,1,4,2,0,2,0,30,1,0,2,0,0,0,0,7,6,0,0,1,0
almaa001,1,2,1,0,0,0,7,0,0,1,0,0,0,0,3,3,0,0,0,0
loopb001,1,2,1,1,1,1,12,0,0,1,0,0,0,0,4,3,0,0,0,0
alfoa001,1,3,2,0,0,0,9,0,0,2,0,0,0,0,4,4,0,0,0,0
