id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
andej002,0,18,5,2,2,2,109,2,0,5,0,0,0,0,26,24,0,0,0,0
garcm002,0,3,0,0,0,0,12,3,0,0,0,0,0,0,3,3,0,0,0,0
saues001,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0
silvj001,0,5,0,1,0,0,24,2,0,0,0,0,0,0,6,5,0,0,0,0
clonb001,0,6,2,2,0,0,37,4,0,1,1,0,0,0,10,8,0,0,0,1
chrij002,0,6,2,0,0,0,41,4,0,2,0,0,0,0,8,8,0,0,0,0
willm005,0,2,1,2,1,1,22,0,0,0,1,0,0,0,5,1,0,1,1,1
dempr002,1,23,7,2,2,2,116,5,0,5,2,0,0,0,29,27,0,0,0,0
almaa001,1,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
miced001,1,4,0,0,0,0,16,1,0,0,0,0,0,0,4,4,0,0,0,0
alfoa001,1,6,1,0,0,0,23,3,0,0,1,0,0,0,6,6,0,0,0,0
boner001,1,6,2,1,0,0,32,0,0,2,0,0,0,0,10,7,0,2,0,1
darev001,1,3,1,0,0,0,19,1,0,0,1,0,0,0,4,4,0,0,0,0
