id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
ruetk001,0,11,5,5,5,5,86,1,1,2,0,2,0,0,21,15,0,1,0,0
fulta001,0,7,3,1,1,1,37,2,0,3,0,0,0,0,9,8,0,0,0,0
rodrf002,0,2,2,2,2,1,28,1,0,1,1,0,0,0,7,4,0,0,1,0
johnj006,0,4,2,0,1,1,26,1,0,1,1,0,0,0,6,6,0,0,0,0
nen-r001,0,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
nunev001,1,13,6,1,7,5,94,3,1,2,3,0,1,0,22,19,0,1,1,0
darev001,1,5,2,1,0,0,34,2,0,2,0,0,0,0,8,7,0,0,0,0
loopb001,1,3,1,0,0,0,19,0,0,1,0,0,0,0,4,4,0,0,0,0
miced001,1,3,1,0,0,0,14,1,0,0,1,0,0,0,4,4,0,0,0,0
alfoa001,1,3,5,0,4,4,19,0,1,3,1,0,0,0,8,8,0,0,0,0
