id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
neagd001,0,21,4,1,2,2,87,4,2,2,0,0,0,0,25,24,0,0,0,0
wills002,0,6,1,0,0,0,29,3,0,1,0,0,0,0,7,7,0,0,0,0
sulls001,0,1,2,1,0,0,18,1,0,1,1,0,0,0,4,3,0,0,0,1
gravd001,0,5,1,2,1,1,20,0,0,1,0,0,0,0,6,3,0,0,1,0
desse001,0,6,1,2,0,0,48,3,0,1,0,0,1,0,9,7,0,0,0,1
aybam001,0,1,0,3,1,0,29,0,0,0,0,0,2,0,5,1,0,1,0,1
dreid001,1,24,6,0,2,2,102,4,1,4,1,0,0,0,31,31,1,0,0,0
adamt001,1,6,0,0,0,0,21,1,0,0,0,0,0,0,6,6,0,0,0,0
shawj001,1,6,3,1,1,1,37,2,0,2,1,0,0,0,10,9,0,0,0,0
hergm001,1,6,1,0,0,0,17,1,0,1,0,0,0,0,7,7,0,0,0,0
