id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
persr001,0,15,6,3,4,4,113,8,0,3,3,0,1,0,24,21,0,0,0,0
boydj001,0,4,0,1,1,1,20,0,0,0,0,0,0,1,6,4,0,0,0,0
aldrs001,0,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0
gomew001,0,4,2,1,0,0,25,0,0,2,0,0,0,0,7,5,0,1,0,0
branj001,0,3,2,0,1,1,21,2,1,1,0,0,0,0,5,5,0,0,0,0
dreid001,1,9,6,3,6,6,82,5,2,4,0,0,1,0,18,15,0,0,0,0
hergm001,1,9,2,3,0,0,58,4,0,2,0,0,0,0,13,10,0,0,0,1
milla001,1,3,0,1,0,0,21,1,0,0,0,0,0,0,3,2,0,0,0,0
fettm001,1,3,0,1,0,0,14,0,0,0,0,0,0,0,4,2,0,1,0,0
shawj001,1,3,1,1,1,1,15,0,1,0,0,0,0,0,5,4,0,0,0,0
