id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
joneb003,0,15,7,2,4,4,90,2,1,4,2,0,0,0,24,22,0,0,0,0
cookd001,0,2,2,0,1,1,16,1,0,2,0,0,0,0,4,4,0,0,0,0
mahop001,0,1,1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,0,0,0
wendt001,0,5,3,1,0,0,39,2,0,2,1,0,0,0,9,8,0,0,0,0
franj001,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0
benia001,0,3,0,0,0,0,7,1,0,0,0,0,0,0,3,3,0,0,0,0
gagne001,1,12,6,4,2,2,96,3,0,4,2,0,0,0,22,17,0,1,0,0
hergm001,1,6,3,0,2,1,33,3,0,3,0,0,0,0,9,9,0,0,0,0
osuna002,1,6,1,1,0,0,32,2,0,0,1,0,0,0,8,7,0,0,0,0
shawj001,1,0,2,1,3,3,12,0,0,2,0,0,0,0,3,2,0,0,0,0
adamt001,1,3,1,2,3,3,30,2,1,0,0,0,0,0,6,4,0,0,0,0
