id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
astap001,0,9,0,1,0,0,29,1,0,0,0,0,0,0,9,8,0,0,0,0
jarvk001,0,11,4,3,3,3,71,2,0,1,3,0,0,0,17,14,0,0,0,0
myerm001,0,0,0,2,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,1
choub001,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0
whitg001,0,6,0,0,0,0,30,2,0,0,0,0,0,0,6,6,0,0,0,0
dejem001,0,2,1,0,1,1,10,1,1,0,0,0,0,0,3,3,0,0,0,0
dreid001,1,18,5,3,3,3,111,7,2,2,1,0,0,1,27,23,0,0,0,1
adamt001,1,3,0,1,0,0,16,1,0,0,0,0,0,0,4,3,0,0,0,0
fettm001,1,3,0,1,0,0,16,0,0,0,0,0,0,0,5,4,0,0,0,1
shawj001,1,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0
hergm001,1,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0
