id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
downs001,0,21,7,3,4,4,118,4,1,3,3,0,0,0,30,27,0,0,0,0
rains001,0,3,0,0,0,0,18,3,0,0,0,0,0,0,3,3,0,0,0,0
worrt002,0,5,0,1,0,0,18,0,0,0,0,0,0,0,6,4,0,1,0,0
heref001,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0
vanpt001,0,6,2,1,0,0,44,3,0,2,0,0,0,0,8,7,0,0,0,0
garid001,0,6,2,2,0,0,36,1,0,1,1,0,0,0,9,7,0,0,0,1
aguir001,0,3,1,0,0,0,12,0,0,1,0,0,0,0,4,4,0,0,0,0
wrigj001,1,22,4,6,2,2,117,7,2,1,1,0,0,1,29,22,0,0,0,0
leskc001,1,2,0,0,0,0,10,1,0,0,0,0,0,0,2,2,0,0,0,0
wickb001,1,3,2,2,2,1,30,1,0,2,0,0,0,0,8,6,0,0,0,0
delov001,1,2,0,0,0,0,10,1,0,0,0,0,0,0,2,2,0,0,0,0
weatd001,1,4,1,0,0,0,15,0,0,1,0,0,0,0,5,5,0,0,0,0
acevj001,1,3,1,1,0,0,17,1,0,0,1,0,0,0,5,4,0,0,0,1
woods001,1,6,2,1,0,0,40,1,0,2,0,0,0,0,8,6,0,1,0,1
levra001,1,3,3,2,3,3,35,1,0,2,1,0,0,0,8,6,0,0,0,0
