id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
nomoh001,0,18,9,1,2,2,100,7,0,6,3,0,0,0,27,25,0,0,1,0
pattd001,0,3,0,0,0,0,5,1,0,0,0,0,0,0,2,2,0,0,0,0
nitkc001,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0
brocd001,0,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
andem002,0,1,1,1,0,0,13,0,0,1,0,0,0,0,3,2,0,0,0,0
jonet003,0,5,0,0,0,0,20,4,0,0,0,0,0,0,5,5,0,0,0,0
mlicd001,0,3,2,1,0,0,17,0,0,2,0,0,0,0,5,4,0,0,0,0
cruzn001,0,12,3,0,0,0,64,7,0,3,0,0,0,0,15,15,0,0,0,0
snydj001,1,23,4,2,1,1,120,4,1,2,1,0,0,1,29,26,0,0,0,0
kingr001,1,0,1,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0
weatd001,1,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0
wickb001,1,3,2,1,1,1,19,1,0,2,0,0,0,0,6,5,0,0,0,0
acevj001,1,6,0,0,0,0,20,2,0,0,0,0,0,0,6,6,0,0,0,0
woods001,1,9,2,1,0,0,44,2,0,2,0,0,0,0,12,11,0,0,0,0
delov001,1,3,3,2,2,2,29,1,0,2,1,0,0,0,8,6,0,0,0,1
