id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
ankir001,0,18,3,4,1,1,99,6,0,1,2,0,1,1,25,20,0,0,0,1
timlm001,0,6,3,0,0,0,33,1,0,3,0,0,0,0,9,8,0,1,0,0
vered001,0,6,1,1,0,0,40,3,0,1,0,0,0,0,8,7,0,0,0,1
morrm001,0,3,0,1,0,0,17,1,0,0,0,0,0,0,4,3,0,0,0,0
jamem001,0,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
haynj001,1,21,8,2,1,1,112,3,0,8,0,0,0,0,30,28,0,0,0,0
delov001,1,3,0,0,0,0,17,2,0,0,0,0,0,0,3,3,0,0,0,0
acevj001,1,3,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0
kingr001,1,3,0,1,0,0,15,0,0,0,0,0,0,0,4,3,0,0,0,0
leskc001,1,6,1,2,1,1,48,5,0,1,0,0,0,1,10,7,0,0,0,0
