id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
rigdp001,0,1,4,3,4,4,26,0,0,4,0,0,0,0,8,5,0,0,0,0
brewj001,0,8,0,2,0,0,47,2,0,0,0,0,0,0,10,8,0,0,0,0
watsm001,0,2,2,0,0,0,19,0,0,2,0,0,0,1,5,4,0,0,0,0
speij001,0,7,3,0,1,1,38,4,0,2,1,0,1,0,11,10,0,1,0,0
martt003,0,5,1,1,0,0,37,0,0,1,0,0,0,0,7,6,0,0,0,0
reeds001,0,4,0,0,0,0,19,2,0,0,0,0,0,0,4,4,0,0,0,0
berej002,1,4,5,3,7,7,55,3,1,2,2,0,0,0,12,9,0,0,0,0
acevj001,1,5,2,2,1,1,40,1,0,1,1,0,0,1,10,7,0,0,0,1
leskc001,1,6,2,3,1,1,44,1,1,1,0,0,0,0,10,7,0,0,0,0
weatd001,1,6,1,0,0,0,23,1,0,1,0,0,0,0,7,6,0,1,0,0
delov001,1,6,0,1,0,0,30,1,0,0,0,0,0,0,7,6,0,0,0,0
